Date,Day_of_Week,Holiday_Indicator,Sales
2014-10-12,Sunday,0,341
2014-10-13,Monday,0,626
2014-10-14,Tuesday,0,599
2014-10-15,Wednesday,0,582
2014-10-16,Thursday,0,628
2014-10-17,Friday,0,416
2014-10-18,Saturday,0,355
2014-10-19,Sunday,0,311
2014-10-20,Monday,0,466
2014-10-21,Tuesday,0,600
2014-10-22,Wednesday,0,649
2014-10-23,Thursday,1,845
2014-10-24,Friday,0,625
2014-10-25,Saturday,0,386
2014-10-26,Sunday,0,377
2014-10-27,Monday,0,664
2014-10-28,Tuesday,0,613
2014-10-29,Wednesday,0,575
2014-10-30,Thursday,0,479
2014-10-31,Friday,0,557
2014-11-01,Saturday,0,326
2014-11-02,Sunday,0,434
2014-11-03,Monday,1,901
2014-11-04,Tuesday,0,619
2014-11-05,Wednesday,0,645
2014-11-06,Thursday,0,614
2014-11-07,Friday,0,715
2014-11-08,Saturday,0,334
2014-11-09,Sunday,0,363
2014-11-10,Monday,0,566
2014-11-11,Tuesday,0,531
2014-11-12,Wednesday,0,574
2014-11-13,Thursday,0,609
2014-11-14,Friday,0,585
2014-11-15,Saturday,0,332
2014-11-16,Sunday,0,306
2014-11-17,Monday,0,606
2014-11-18,Tuesday,0,519
2014-11-19,Wednesday,0,658
2014-11-20,Thursday,0,617
2014-11-21,Friday,0,522
2014-11-22,Saturday,0,345
2014-11-23,Sunday,0,330
2014-11-24,Monday,0,631
2014-11-25,Tuesday,0,694
2014-11-26,Wednesday,0,497
2014-11-27,Thursday,0,619
2014-11-28,Friday,0,602
2014-11-29,Saturday,0,380
2014-11-30,Sunday,0,364
2014-12-01,Monday,0,603
2014-12-02,Tuesday,0,631
2014-12-03,Wednesday,0,600
2014-12-04,Thursday,0,723
2014-12-05,Friday,0,654
2014-12-06,Saturday,0,453
2014-12-07,Sunday,0,378
2014-12-08,Monday,0,606
2014-12-09,Tuesday,0,553
2014-12-10,Wednesday,0,535
2014-12-11,Thursday,0,549
2014-12-12,Friday,0,670
2014-12-13,Saturday,0,400
2014-12-14,Sunday,0,320
2014-12-15,Monday,0,711
2014-12-16,Tuesday,0,621
2014-12-17,Wednesday,0,662
2014-12-18,Thursday,0,758
2014-12-19,Friday,0,711
2014-12-20,Saturday,0,370
2014-12-21,Sunday,0,346
2014-12-22,Monday,0,512
2014-12-23,Tuesday,0,605
2014-12-24,Wednesday,0,639
2014-12-25,Thursday,1,882
2014-12-26,Friday,0,644
2014-12-27,Saturday,0,383
2014-12-28,Sunday,0,372
2014-12-29,Monday,0,610
2014-12-30,Tuesday,0,663
2014-12-31,Wednesday,0,681
2015-01-01,Thursday,0,449
2015-01-02,Friday,0,575
2015-01-03,Saturday,1,436
2015-01-04,Sunday,0,294
2015-01-05,Monday,0,539
2015-01-06,Tuesday,0,515
2015-01-07,Wednesday,0,552
2015-01-08,Thursday,0,518
2015-01-09,Friday,0,473
2015-01-10,Saturday,0,304
2015-01-11,Sunday,0,260
2015-01-12,Monday,0,509
2015-01-13,Tuesday,0,502
2015-01-14,Wednesday,1,740
2015-01-15,Thursday,0,497
2015-01-16,Friday,0,409
2015-01-17,Saturday,0,277
2015-01-18,Sunday,0,296
2015-01-19,Monday,0,512
2015-01-20,Tuesday,0,452
2015-01-21,Wednesday,0,567
2015-01-22,Thursday,0,460
2015-01-23,Friday,0,552
2015-01-24,Saturday,0,306
2015-01-25,Sunday,0,275
2015-01-26,Monday,1,890
2015-01-27,Tuesday,0,443
2015-01-28,Wednesday,0,550
2015-01-29,Thursday,0,554
2015-01-30,Friday,0,470
2015-01-31,Saturday,0,334
2015-02-01,Sunday,0,262
2015-02-02,Monday,0,475
2015-02-03,Tuesday,0,474
2015-02-04,Wednesday,0,455
2015-02-05,Thursday,0,499
2015-02-06,Friday,0,498
2015-02-07,Saturday,0,222
2015-02-08,Sunday,0,304
2015-02-09,Monday,0,385
2015-02-10,Tuesday,0,509
2015-02-11,Wednesday,0,514
2015-02-12,Thursday,0,411
2015-02-13,Friday,0,443
2015-02-14,Saturday,0,239
2015-02-15,Sunday,0,263
2015-02-16,Monday,0,447
2015-02-17,Tuesday,0,498
2015-02-18,Wednesday,0,522
2015-02-19,Thursday,0,526
2015-02-20,Friday,0,436
2015-02-21,Saturday,0,263
2015-02-22,Sunday,0,224
2015-02-23,Monday,0,424
2015-02-24,Tuesday,0,506
2015-02-25,Wednesday,0,536
2015-02-26,Thursday,0,404
2015-02-27,Friday,0,434
2015-02-28,Saturday,0,268
2015-03-01,Sunday,0,327
2015-03-02,Monday,0,501
2015-03-03,Tuesday,0,569
2015-03-04,Wednesday,0,520
2015-03-05,Thursday,0,545
2015-03-06,Friday,1,863
2015-03-07,Saturday,0,318
2015-03-08,Sunday,0,304
2015-03-09,Monday,0,540
2015-03-10,Tuesday,0,541
2015-03-11,Wednesday,0,525
2015-03-12,Thursday,0,531
2015-03-13,Friday,0,633
2015-03-14,Saturday,0,336
2015-03-15,Sunday,0,309
2015-03-16,Monday,0,584
2015-03-17,Tuesday,0,527
2015-03-18,Wednesday,0,610
2015-03-19,Thursday,0,566
2015-03-20,Friday,0,540
2015-03-21,Saturday,0,332
2015-03-22,Sunday,0,268
2015-03-23,Monday,0,484
2015-03-24,Tuesday,0,480
2015-03-25,Wednesday,0,553
2015-03-26,Thursday,0,640
2015-03-27,Friday,0,667
2015-03-28,Saturday,0,338
2015-03-29,Sunday,1,501
2015-03-30,Monday,0,447
2015-03-31,Tuesday,0,516
2015-04-01,Wednesday,0,348
2015-04-02,Thursday,0,354
2015-04-03,Friday,1,557
2015-04-04,Saturday,0,210
2015-04-05,Sunday,1,265
2015-04-06,Monday,0,406
2015-04-07,Tuesday,0,337
2015-04-08,Wednesday,0,387
2015-04-09,Thursday,0,456
2015-04-10,Friday,0,343
2015-04-11,Saturday,0,164
2015-04-12,Sunday,0,214
2015-04-13,Monday,0,419
2015-04-14,Tuesday,0,452
2015-04-15,Wednesday,0,331
2015-04-16,Thursday,0,396
2015-04-17,Friday,0,360
2015-04-18,Saturday,0,218
2015-04-19,Sunday,0,278
2015-04-20,Monday,0,321
2015-04-21,Tuesday,0,387
2015-04-22,Wednesday,0,395
2015-04-23,Thursday,0,419
2015-04-24,Friday,0,381
2015-04-25,Saturday,0,227
2015-04-26,Sunday,0,211
2015-04-27,Monday,0,388
2015-04-28,Tuesday,0,365
2015-04-29,Wednesday,0,401
2015-04-30,Thursday,0,364
2015-05-01,Friday,1,523
2015-05-02,Saturday,0,195
2015-05-03,Sunday,0,218
2015-05-04,Monday,0,334
2015-05-05,Tuesday,0,276
2015-05-06,Wednesday,0,378
2015-05-07,Thursday,0,305
2015-05-08,Friday,0,314
2015-05-09,Saturday,0,184
2015-05-10,Sunday,0,222
2015-05-11,Monday,0,264
2015-05-12,Tuesday,0,441
2015-05-13,Wednesday,0,371
2015-05-14,Thursday,0,343
2015-05-15,Friday,0,334
2015-05-16,Saturday,0,201
2015-05-17,Sunday,0,206
2015-05-18,Monday,0,357
2015-05-19,Tuesday,0,354
2015-05-20,Wednesday,0,339
2015-05-21,Thursday,0,329
2015-05-22,Friday,0,330
2015-05-23,Saturday,0,192
2015-05-24,Sunday,1,327
2015-05-25,Monday,0,355
2015-05-26,Tuesday,0,237
2015-05-27,Wednesday,0,358
2015-05-28,Thursday,0,342
2015-05-29,Friday,0,335
2015-05-30,Saturday,0,188
2015-05-31,Sunday,0,218
2015-06-01,Monday,0,321
2015-06-02,Tuesday,0,271
2015-06-03,Wednesday,0,305
2015-06-04,Thursday,0,265
2015-06-05,Friday,0,253
2015-06-06,Saturday,0,160
2015-06-07,Sunday,0,186
2015-06-08,Monday,0,322
2015-06-09,Tuesday,0,309
2015-06-10,Wednesday,0,315
2015-06-11,Thursday,0,309
2015-06-12,Friday,0,275
2015-06-13,Saturday,0,178
2015-06-14,Sunday,0,185
2015-06-15,Monday,0,316
2015-06-16,Tuesday,0,328
2015-06-17,Wednesday,0,314
2015-06-18,Thursday,0,304
2015-06-19,Friday,0,325
2015-06-20,Saturday,0,171
2015-06-21,Sunday,0,156
2015-06-22,Monday,0,289
2015-06-23,Tuesday,0,272
2015-06-24,Wednesday,0,274
2015-06-25,Thursday,0,289
2015-06-26,Friday,0,270
2015-06-27,Saturday,0,166
2015-06-28,Sunday,0,139
2015-06-29,Monday,0,300
2015-06-30,Tuesday,0,294
2015-07-01,Wednesday,0,347
2015-07-02,Thursday,0,402
2015-07-03,Friday,0,413
2015-07-04,Saturday,0,185
2015-07-05,Sunday,0,203
2015-07-06,Monday,0,348
2015-07-07,Tuesday,0,342
2015-07-08,Wednesday,0,409
2015-07-09,Thursday,0,370
2015-07-10,Friday,0,368
2015-07-11,Saturday,0,176
2015-07-12,Sunday,0,234
2015-07-13,Monday,0,331
2015-07-14,Tuesday,0,380
2015-07-15,Wednesday,0,388
2015-07-16,Thursday,0,429
2015-07-17,Friday,1,492
2015-07-18,Saturday,1,230
2015-07-19,Sunday,0,224
2015-07-20,Monday,0,446
2015-07-21,Tuesday,0,424
2015-07-22,Wednesday,0,385
2015-07-23,Thursday,0,359
2015-07-24,Friday,0,408
2015-07-25,Saturday,0,199
2015-07-26,Sunday,0,231
2015-07-27,Monday,0,397
2015-07-28,Tuesday,0,418
2015-07-29,Wednesday,0,482
2015-07-30,Thursday,0,392
2015-07-31,Friday,0,358
2015-08-01,Saturday,0,244
2015-08-02,Sunday,0,201
2015-08-03,Monday,0,390
2015-08-04,Tuesday,0,402
2015-08-05,Wednesday,0,397
2015-08-06,Thursday,0,426
2015-08-07,Friday,0,385
2015-08-08,Saturday,0,272
2015-08-09,Sunday,0,245
2015-08-10,Monday,0,419
2015-08-11,Tuesday,0,406
2015-08-12,Wednesday,0,426
2015-08-13,Thursday,0,454
2015-08-14,Friday,0,383
2015-08-15,Saturday,1,343
2015-08-16,Sunday,0,237
2015-08-17,Monday,0,363
2015-08-18,Tuesday,0,385
2015-08-19,Wednesday,0,399
2015-08-20,Thursday,0,456
2015-08-21,Friday,0,431
2015-08-22,Saturday,0,249
2015-08-23,Sunday,0,265
2015-08-24,Monday,0,414
2015-08-25,Tuesday,0,436
2015-08-26,Wednesday,0,415
2015-08-27,Thursday,0,431
2015-08-28,Friday,0,395
2015-08-29,Saturday,0,185
2015-08-30,Sunday,0,241
2015-08-31,Monday,0,479
2015-09-01,Tuesday,0,504
2015-09-02,Wednesday,0,506
2015-09-03,Thursday,0,519
2015-09-04,Friday,0,466
2015-09-05,Saturday,0,274
2015-09-06,Sunday,0,252
2015-09-07,Monday,0,447
2015-09-08,Tuesday,0,490
2015-09-09,Wednesday,0,517
2015-09-10,Thursday,0,455
2015-09-11,Friday,0,441
2015-09-12,Saturday,0,269
2015-09-13,Sunday,0,285
2015-09-14,Monday,0,395
2015-09-15,Tuesday,0,355
2015-09-16,Wednesday,0,436
2015-09-17,Thursday,0,405
2015-09-18,Friday,0,438
2015-09-19,Saturday,0,265
2015-09-20,Sunday,0,257
2015-09-21,Monday,0,529
2015-09-22,Tuesday,0,477
2015-09-23,Wednesday,1,713
2015-09-24,Thursday,1,736
2015-09-25,Friday,0,409
2015-09-26,Saturday,0,297
2015-09-27,Sunday,0,267
2015-09-28,Monday,0,492
2015-09-29,Tuesday,0,412
2015-09-30,Wednesday,0,390
2015-10-01,Thursday,0,636
2015-10-02,Friday,1,915
2015-10-03,Saturday,0,312
2015-10-04,Sunday,0,313
2015-10-05,Monday,0,654
2015-10-06,Tuesday,0,518
2015-10-07,Wednesday,0,684
2015-10-08,Thursday,0,535
2015-10-09,Friday,0,625
2015-10-10,Saturday,0,331
2015-10-11,Sunday,0,363
2015-10-12,Monday,0,556
2015-10-13,Tuesday,0,578
2015-10-14,Wednesday,0,590
2015-10-15,Thursday,0,529
2015-10-16,Friday,0,631
2015-10-17,Saturday,0,325
2015-10-18,Sunday,0,335
2015-10-19,Monday,0,529
2015-10-20,Tuesday,0,437
2015-10-21,Wednesday,0,576
2015-10-22,Thursday,0,729
2015-10-23,Friday,1,951
2015-10-24,Saturday,0,342
2015-10-25,Sunday,0,333
2015-10-26,Monday,0,589
2015-10-27,Tuesday,0,620
2015-10-28,Wednesday,0,518
2015-10-29,Thursday,0,653
2015-10-30,Friday,0,630
2015-10-31,Saturday,0,367
2015-11-01,Sunday,0,383
2015-11-02,Monday,0,631
2015-11-03,Tuesday,0,672
2015-11-04,Wednesday,0,667
2015-11-05,Thursday,0,607
2015-11-06,Friday,0,593
2015-11-07,Saturday,0,371
2015-11-08,Sunday,0,424
2015-11-09,Monday,0,551
2015-11-10,Tuesday,0,537
2015-11-11,Wednesday,1,960
2015-11-12,Thursday,0,633
2015-11-13,Friday,0,640
2015-11-14,Saturday,0,376
2015-11-15,Sunday,0,359
2015-11-16,Monday,0,723
2015-11-17,Tuesday,0,529
2015-11-18,Wednesday,0,577
2015-11-19,Thursday,0,623
2015-11-20,Friday,0,526
2015-11-21,Saturday,0,361
2015-11-22,Sunday,0,428
2015-11-23,Monday,0,631
2015-11-24,Tuesday,0,644
2015-11-25,Wednesday,0,550
2015-11-26,Thursday,0,591
2015-11-27,Friday,0,606
2015-11-28,Saturday,0,355
2015-11-29,Sunday,0,414
2015-11-30,Monday,0,665
2015-12-01,Tuesday,0,597
2015-12-02,Wednesday,0,688
2015-12-03,Thursday,0,705
2015-12-04,Friday,0,748
2015-12-05,Saturday,0,453
2015-12-06,Sunday,0,352
2015-12-07,Monday,0,617
2015-12-08,Tuesday,0,587
2015-12-09,Wednesday,0,656
2015-12-10,Thursday,0,703
2015-12-11,Friday,0,738
2015-12-12,Saturday,0,389
2015-12-13,Sunday,0,379
2015-12-14,Monday,0,682
2015-12-15,Tuesday,0,615
2015-12-16,Wednesday,0,812
2015-12-17,Thursday,0,563
2015-12-18,Friday,0,684
2015-12-19,Saturday,0,471
2015-12-20,Sunday,0,392
2015-12-21,Monday,0,659
2015-12-22,Tuesday,0,647
2015-12-23,Wednesday,1,989
2015-12-24,Thursday,0,764
2015-12-25,Friday,1,785
2015-12-26,Saturday,0,452
2015-12-27,Sunday,0,336
2015-12-28,Monday,0,654
2015-12-29,Tuesday,0,643
2015-12-30,Wednesday,0,711
2015-12-31,Thursday,0,564
2016-01-01,Friday,0,542
2016-01-02,Saturday,0,363
2016-01-03,Sunday,0,261
2016-01-04,Monday,0,528
2016-01-05,Tuesday,0,484
2016-01-06,Wednesday,0,540
2016-01-07,Thursday,0,519
2016-01-08,Friday,0,485
2016-01-09,Saturday,0,317
2016-01-10,Sunday,0,356
2016-01-11,Monday,0,508
2016-01-12,Tuesday,0,555
2016-01-13,Wednesday,0,451
2016-01-14,Thursday,1,703
2016-01-15,Friday,0,542
2016-01-16,Saturday,0,347
2016-01-17,Sunday,0,313
2016-01-18,Monday,0,502
2016-01-19,Tuesday,0,518
2016-01-20,Wednesday,0,453
2016-01-21,Thursday,0,549
2016-01-22,Friday,0,564
2016-01-23,Saturday,0,288
2016-01-24,Sunday,0,288
2016-01-25,Monday,0,532
2016-01-26,Tuesday,1,743
2016-01-27,Wednesday,0,514
2016-01-28,Thursday,0,627
2016-01-29,Friday,0,505
2016-01-30,Saturday,0,291
2016-01-31,Sunday,0,282
2016-02-01,Monday,0,510
2016-02-02,Tuesday,0,466
2016-02-03,Wednesday,0,444
2016-02-04,Thursday,0,537
2016-02-05,Friday,0,542
2016-02-06,Saturday,0,260
2016-02-07,Sunday,0,225
2016-02-08,Monday,0,523
2016-02-09,Tuesday,0,442
2016-02-10,Wednesday,0,512
2016-02-11,Thursday,0,381
2016-02-12,Friday,0,517
2016-02-13,Saturday,0,243
2016-02-14,Sunday,0,297
2016-02-15,Monday,0,475
2016-02-16,Tuesday,0,429
2016-02-17,Wednesday,0,455
2016-02-18,Thursday,0,507
2016-02-19,Friday,0,480
2016-02-20,Saturday,0,293
2016-02-21,Sunday,0,331
2016-02-22,Monday,0,400
2016-02-23,Tuesday,0,552
2016-02-24,Wednesday,0,480
2016-02-25,Thursday,0,432
2016-02-26,Friday,0,411
2016-02-27,Saturday,0,271
2016-02-28,Sunday,0,302
2016-02-29,Monday,0,469
2016-03-01,Tuesday,0,646
2016-03-02,Wednesday,0,480
2016-03-03,Thursday,0,560
2016-03-04,Friday,0,491
2016-03-05,Saturday,0,339
2016-03-06,Sunday,0,356
2016-03-07,Monday,0,537
2016-03-08,Tuesday,0,415
2016-03-09,Wednesday,0,572
2016-03-10,Thursday,0,586
2016-03-11,Friday,0,584
2016-03-12,Saturday,0,368
2016-03-13,Sunday,0,292
2016-03-14,Monday,0,599
2016-03-15,Tuesday,0,628
2016-03-16,Wednesday,0,461
2016-03-17,Thursday,0,579
2016-03-18,Friday,0,533
2016-03-19,Saturday,0,324
2016-03-20,Sunday,1,508
2016-03-21,Monday,0,534
2016-03-22,Tuesday,0,523
2016-03-23,Wednesday,0,563
2016-03-24,Thursday,1,750
2016-03-25,Friday,1,750
2016-03-26,Saturday,0,349
2016-03-27,Sunday,1,434
2016-03-28,Monday,0,599
2016-03-29,Tuesday,0,587
2016-03-30,Wednesday,0,464
2016-03-31,Thursday,0,523
2016-04-01,Friday,0,435
2016-04-02,Saturday,0,204
2016-04-03,Sunday,0,216
2016-04-04,Monday,0,406
2016-04-05,Tuesday,0,419
2016-04-06,Wednesday,0,379
2016-04-07,Thursday,0,365
2016-04-08,Friday,0,444
2016-04-09,Saturday,0,266
2016-04-10,Sunday,0,249
2016-04-11,Monday,0,392
2016-04-12,Tuesday,0,357
2016-04-13,Wednesday,0,356
2016-04-14,Thursday,0,409
2016-04-15,Friday,0,405
2016-04-16,Saturday,0,258
2016-04-17,Sunday,0,241
2016-04-18,Monday,0,330
2016-04-19,Tuesday,0,429
2016-04-20,Wednesday,0,349
2016-04-21,Thursday,0,373
2016-04-22,Friday,0,398
2016-04-23,Saturday,0,272
2016-04-24,Sunday,0,297
2016-04-25,Monday,0,412
2016-04-26,Tuesday,0,381
2016-04-27,Wednesday,0,409
2016-04-28,Thursday,0,423
2016-04-29,Friday,0,376
2016-04-30,Saturday,0,267
2016-05-01,Sunday,1,309
2016-05-02,Monday,0,362
2016-05-03,Tuesday,0,368
2016-05-04,Wednesday,0,360
2016-05-05,Thursday,0,374
2016-05-06,Friday,0,324
2016-05-07,Saturday,0,190
2016-05-08,Sunday,0,179
2016-05-09,Monday,0,360
2016-05-10,Tuesday,0,372
2016-05-11,Wednesday,0,361
2016-05-12,Thursday,0,403
2016-05-13,Friday,0,345
2016-05-14,Saturday,0,215
2016-05-15,Sunday,1,269
2016-05-16,Monday,0,332
2016-05-17,Tuesday,0,369
2016-05-18,Wednesday,0,374
2016-05-19,Thursday,0,335
2016-05-20,Friday,0,343
2016-05-21,Saturday,0,170
2016-05-22,Sunday,0,194
2016-05-23,Monday,0,376
2016-05-24,Tuesday,0,365
2016-05-25,Wednesday,0,362
2016-05-26,Thursday,0,347
2016-05-27,Friday,0,345
2016-05-28,Saturday,0,188
2016-05-29,Sunday,0,215
2016-05-30,Monday,0,360
2016-05-31,Tuesday,0,362
2016-06-01,Wednesday,0,286
2016-06-02,Thursday,0,237
2016-06-03,Friday,0,335
2016-06-04,Saturday,0,167
2016-06-05,Sunday,0,161
2016-06-06,Monday,0,323
2016-06-07,Tuesday,0,290
2016-06-08,Wednesday,0,334
2016-06-09,Thursday,0,321
2016-06-10,Friday,0,323
2016-06-11,Saturday,0,152
2016-06-12,Sunday,0,197
2016-06-13,Monday,0,310
2016-06-14,Tuesday,0,291
2016-06-15,Wednesday,0,306
2016-06-16,Thursday,0,248
2016-06-17,Friday,0,314
2016-06-18,Saturday,0,158
2016-06-19,Sunday,0,152
2016-06-20,Monday,0,256
2016-06-21,Tuesday,0,336
2016-06-22,Wednesday,0,283
2016-06-23,Thursday,0,348
2016-06-24,Friday,0,286
2016-06-25,Saturday,0,146
2016-06-26,Sunday,0,156
2016-06-27,Monday,0,339
2016-06-28,Tuesday,0,297
2016-06-29,Wednesday,0,285
2016-06-30,Thursday,0,307
2016-07-01,Friday,0,408
2016-07-02,Saturday,0,252
2016-07-03,Sunday,0,259
2016-07-04,Monday,0,374
2016-07-05,Tuesday,0,337
2016-07-06,Wednesday,1,559
2016-07-07,Thursday,1,598
2016-07-08,Friday,0,351
2016-07-09,Saturday,0,205
2016-07-10,Sunday,0,234
2016-07-11,Monday,0,386
2016-07-12,Tuesday,0,390
2016-07-13,Wednesday,0,359
2016-07-14,Thursday,0,379
2016-07-15,Friday,0,352
2016-07-16,Saturday,0,246
2016-07-17,Sunday,0,250
2016-07-18,Monday,0,317
2016-07-19,Tuesday,0,352
2016-07-20,Wednesday,0,330
2016-07-21,Thursday,0,363
2016-07-22,Friday,0,385
2016-07-23,Saturday,0,193
2016-07-24,Sunday,0,205
2016-07-25,Monday,0,349
2016-07-26,Tuesday,0,396
2016-07-27,Wednesday,0,391
2016-07-28,Thursday,0,360
2016-07-29,Friday,0,395
2016-07-30,Saturday,0,214
2016-07-31,Sunday,0,220
2016-08-01,Monday,0,504
2016-08-02,Tuesday,0,489
2016-08-03,Wednesday,0,375
2016-08-04,Thursday,0,467
2016-08-05,Friday,0,467
2016-08-06,Saturday,0,223
2016-08-07,Sunday,0,272
2016-08-08,Monday,0,498
2016-08-09,Tuesday,0,383
2016-08-10,Wednesday,0,392
2016-08-11,Thursday,0,475
2016-08-12,Friday,0,443
2016-08-13,Saturday,0,265
2016-08-14,Sunday,0,260
2016-08-15,Monday,1,673
2016-08-16,Tuesday,0,374
2016-08-17,Wednesday,0,477
2016-08-18,Thursday,0,482
2016-08-19,Friday,0,422
2016-08-20,Saturday,0,250
2016-08-21,Sunday,0,213
2016-08-22,Monday,0,454
2016-08-23,Tuesday,0,456
2016-08-24,Wednesday,0,429
2016-08-25,Thursday,0,480
2016-08-26,Friday,0,417
2016-08-27,Saturday,0,266
2016-08-28,Sunday,0,226
2016-08-29,Monday,0,430
2016-08-30,Tuesday,0,424
2016-08-31,Wednesday,0,441
2016-09-01,Thursday,0,457
2016-09-02,Friday,0,468
2016-09-03,Saturday,0,300
2016-09-04,Sunday,0,265
2016-09-05,Monday,0,398
2016-09-06,Tuesday,0,558
2016-09-07,Wednesday,0,540
2016-09-08,Thursday,0,413
2016-09-09,Friday,0,507
2016-09-10,Saturday,0,263
2016-09-11,Sunday,1,426
2016-09-12,Monday,1,733
2016-09-13,Tuesday,0,464
2016-09-14,Wednesday,0,437
2016-09-15,Thursday,0,442
2016-09-16,Friday,0,431
2016-09-17,Saturday,0,254
2016-09-18,Sunday,0,275
2016-09-19,Monday,0,441
2016-09-20,Tuesday,0,507
2016-09-21,Wednesday,0,545
2016-09-22,Thursday,0,447
2016-09-23,Friday,0,486
2016-09-24,Saturday,0,291
2016-09-25,Sunday,0,290
2016-09-26,Monday,0,478
2016-09-27,Tuesday,0,510
2016-09-28,Wednesday,0,498
2016-09-29,Thursday,0,416
2016-09-30,Friday,0,516
2016-10-01,Saturday,0,384
2016-10-02,Sunday,1,488
2016-10-03,Monday,0,607
2016-10-04,Tuesday,0,646
2016-10-05,Wednesday,0,592
2016-10-06,Thursday,0,669
2016-10-07,Friday,0,747
2016-10-08,Saturday,0,325
2016-10-09,Sunday,0,304
2016-10-10,Monday,0,623
2016-10-11,Tuesday,1,972
2016-10-12,Wednesday,0,590
2016-10-13,Thursday,0,692
2016-10-14,Friday,0,523
2016-10-15,Saturday,0,377
2016-10-16,Sunday,0,331
2016-10-17,Monday,0,708
2016-10-18,Tuesday,0,725
2016-10-19,Wednesday,0,558
2016-10-20,Thursday,0,571
2016-10-21,Friday,0,656
2016-10-22,Saturday,0,339
2016-10-23,Sunday,0,351
2016-10-24,Monday,0,606
2016-10-25,Tuesday,0,488
2016-10-26,Wednesday,0,603
2016-10-27,Thursday,0,563
2016-10-28,Friday,0,574
2016-10-29,Saturday,0,403
2016-10-30,Sunday,1,462
2016-10-31,Monday,0,653
2016-11-01,Tuesday,0,629
2016-11-02,Wednesday,0,629
2016-11-03,Thursday,0,699
2016-11-04,Friday,0,670
2016-11-05,Saturday,0,399
2016-11-06,Sunday,0,414
2016-11-07,Monday,0,626
2016-11-08,Tuesday,0,608
2016-11-09,Wednesday,0,577
2016-11-10,Thursday,0,594
2016-11-11,Friday,0,839
2016-11-12,Saturday,0,425
2016-11-13,Sunday,0,326
2016-11-14,Monday,0,562
2016-11-15,Tuesday,0,679
2016-11-16,Wednesday,0,683
2016-11-17,Thursday,0,683
2016-11-18,Friday,0,631
2016-11-19,Saturday,0,373
2016-11-20,Sunday,0,390
2016-11-21,Monday,0,653
2016-11-22,Tuesday,0,504
2016-11-23,Wednesday,0,633
2016-11-24,Thursday,0,592
2016-11-25,Friday,0,659
2016-11-26,Saturday,0,490
2016-11-27,Sunday,0,391
2016-11-28,Monday,0,627
2016-11-29,Tuesday,0,707
2016-11-30,Wednesday,0,679
2016-12-01,Thursday,0,720
2016-12-02,Friday,0,733
2016-12-03,Saturday,0,486
2016-12-04,Sunday,0,357
2016-12-05,Monday,0,723
2016-12-06,Tuesday,0,627
2016-12-07,Wednesday,0,729
2016-12-08,Thursday,0,627
2016-12-09,Friday,0,662
2016-12-10,Saturday,0,391
2016-12-11,Sunday,1,663
2016-12-12,Monday,0,754
2016-12-13,Tuesday,0,605
2016-12-14,Wednesday,0,694
2016-12-15,Thursday,0,642
2016-12-16,Friday,0,604
2016-12-17,Saturday,0,394
2016-12-18,Sunday,0,390
2016-12-19,Monday,0,858
2016-12-20,Tuesday,0,721
2016-12-21,Wednesday,0,595
2016-12-22,Thursday,0,652
2016-12-23,Friday,0,761
2016-12-24,Saturday,0,487
2016-12-25,Sunday,1,508
2016-12-26,Monday,0,561
2016-12-27,Tuesday,0,820
2016-12-28,Wednesday,0,718
2016-12-29,Thursday,0,631
2016-12-30,Friday,0,728
2016-12-31,Saturday,0,296
2017-01-01,Sunday,0,310
2017-01-02,Monday,0,550
2017-01-03,Tuesday,0,582
2017-01-04,Wednesday,0,478
2017-01-05,Thursday,0,537
2017-01-06,Friday,0,483
2017-01-07,Saturday,0,318
2017-01-08,Sunday,0,282
2017-01-09,Monday,0,511
2017-01-10,Tuesday,0,479
2017-01-11,Wednesday,0,567
2017-01-12,Thursday,0,578
2017-01-13,Friday,0,520
2017-01-14,Saturday,1,467
2017-01-15,Sunday,0,265
2017-01-16,Monday,0,516
2017-01-17,Tuesday,0,530
2017-01-18,Wednesday,0,672
2017-01-19,Thursday,0,473
2017-01-20,Friday,0,610
2017-01-21,Saturday,0,341
2017-01-22,Sunday,0,319
2017-01-23,Monday,0,626
2017-01-24,Tuesday,0,552
2017-01-25,Wednesday,0,553
2017-01-26,Thursday,1,794
2017-01-27,Friday,0,597
2017-01-28,Saturday,0,344
2017-01-29,Sunday,0,291
2017-01-30,Monday,0,462
2017-01-31,Tuesday,0,521
2017-02-01,Wednesday,0,449
2017-02-02,Thursday,0,485
2017-02-03,Friday,0,548
2017-02-04,Saturday,0,271
2017-02-05,Sunday,0,283
2017-02-06,Monday,0,491
2017-02-07,Tuesday,0,529
2017-02-08,Wednesday,0,378
2017-02-09,Thursday,0,458
2017-02-10,Friday,0,498
2017-02-11,Saturday,0,319
2017-02-12,Sunday,0,270
2017-02-13,Monday,0,396
2017-02-14,Tuesday,0,518
2017-02-15,Wednesday,0,457
2017-02-16,Thursday,0,430
2017-02-17,Friday,0,457
2017-02-18,Saturday,0,279
2017-02-19,Sunday,0,267
2017-02-20,Monday,0,380
2017-02-21,Tuesday,0,532
2017-02-22,Wednesday,0,550
2017-02-23,Thursday,0,520
2017-02-24,Friday,0,432
2017-02-25,Saturday,0,279
2017-02-26,Sunday,0,284
2017-02-27,Monday,0,517
2017-02-28,Tuesday,0,521
2017-03-01,Wednesday,0,534
2017-03-02,Thursday,0,581
